ひなまつり集会！w http://t.co/EuBbN1eW
ランクあげたお風呂。 昨日初お風呂でしたー！！  ジェットバス付き笑 これは営業の人の力けど。  いい湯でしたー！！！  #セキスイハイム#新築#注文住宅#マイホーム#マイホーム記録#myho… https://t.co/eAJfL3o69Q
昨日。 工事監督？してくれた人が来てくれて、 無印で買ってた飾り棚つけてくれたー！！😭😭😭  もう、本当にいい人！！  壁に穴を開ける勇気…  自分ではできんやったやろうなー… https://t.co/9cUAlVpWCg
スマートパワーステーション。  太陽光をギリギリまでつけて、 屋根があるから、 なんと！洗濯物を干しているところまで太陽光があんまり当たらない！！笑  屋根のせいで影…  うちだけ？？？？… https://t.co/5NykbDdhrg
遡り４月１日引渡し✨✨  今まで家のことでお世話になった方 全員集合。  年度始めで忙しいだろうに、 みんな予定を合わせて来てくれました😭😭  天気に恵まれ 家も嬉しそう🙆💕 https://t.co/kLWVa1dmsB
玄関マット。  ずっといってみたかった キイロプラスで購入🐠🐠  なんと、ドア前に置くと 扉に当たって開かないという笑  かわいいし少し手前でもいっか🐾 https://t.co/7cnHh7SeQF
今日やっと 風呂の椅子とかたらい？おけ？ 届いたー！！💕  色々探したけどこの風呂に合うものが見つからず、 ネットで購入🐠  #セキスイハイム#新築#注文住宅#マイホーム#マイホーム記録#m… https://t.co/fTNdnzkQwl
飾り棚。  色々入れてみた！  けど、まだしっくりきてない〜！！  🌸鍵？ 🌸ドライフラワー入った瓶 🌸写真×2 🌸苔アルファベット 🌸誕生日にもらったむーたんに似た犬の人形 🌸結婚式で使… https://t.co/0BqKcmDjpQ
スクエア畳。  柄と柄を組み合わせ。  普通は柄物と無地を組み合わせるって言われて写真たくさん見せてもらったけど、 決まったのは柄と柄。笑  どんな風になるか不安やったけど 出来上がってみ… https://t.co/0Nar0jrTWP
今日はおうちに たくさん花が届きましたー💐  これは、旦那知り合いの花屋さんの方から。  センス抜群！！  めっちゃかわいい〜💕  枯れる前にドライフラワーにしよっ！！！  #セキスイ… https://t.co/pCQ4kEpjjD
花part2  玄関に、旦那が買ってきた桜の花を。  背景は妹たちが作ってくれた結婚式の時のウェルカムボード！  桜があるだけで春ってかんじ！！  #セキスイハイム#新築#注文住宅#マイ… https://t.co/gvosGbWxm2
花part3  親戚の方から。  桜にチューリップに、春って感じ！！💖  後ろの電波時計は 引き出物のカタログから！ 今までのカタログの中で一番実用的なものを選んだ気がする！笑  ド… https://t.co/oAU1eQNtXs
お茶のおいしいとこだけを楽しみたい！｜ #新お～いお茶 5月22日より発売 https://t.co/CtBYi9U9Fc
うちの畳アップ。 前の投稿のもっと近くで見た写真✨  無修正けど、なんか伝わりにくい…？  最近の畳はいろいろあるとね〜😳！ https://t.co/rGMF4eBE33
無加工です。  要望にお応えして👌✨  風呂前、洗面所の床、大理石です。  これも営業の方の力で つけていただきました！  ここの床下に換気？エアリー？ よくわからないけど掃除するとこ… https://t.co/1mcE9f0fGK
玄関。 🌸 🌸 ドアはアーモンドウォールナットです！ 🌸 🌸 作ったドライフラワーのガーランドと、 作ったファブリックボード💖 いい感じ👌✨ 🌸 🌸 床は汚くなったので 映してません💖 🌸 どう… https://t.co/eb1rpOfb8m
また遊びに来てくれたなっちゃんから かわいい電気ポットもらったー❤❤❤  今まで鍋で沸かしてたのが コレでできるようになったー😭😭 赤ステキ☘️✨  他にもスカーフとジャックと豆の木のフキンも… https://t.co/eKNWaiRASs
昨日の購入品💜 🌸 🌸 🌸 2つ目のアカウントも複数枚選択できるようになってるー👌✨ 🌸 🌸 ツツジの蕾が咲き始めたー🙆💕 紫陽花も葉っぱが✨ https://t.co/YliVbr3wU7
購入、プレゼント品💜 🌸 🌸 庭フェスでめっちゃいいもの発見！！ いつも剥き出しで置かれていた コロコロ… の、入れ物！！ テレビ台の色とマッチしている✨✨ 🌸 🌸 新築祝いの 栗原さんの万能鍋… https://t.co/MW8DbfoC2Q
テレビ。 間接照明は色々あって後ろにも。 ☔️ ☔️ 昨日親戚からビーキャスカード来て BSCS見放題！ 野球も映画も音楽もディズニーも💜💖❤ ☔️ ☔️ 旦那がお小遣いで買ってた横の枝の照明。… https://t.co/lBKwWHA0Uu
現在の階段。  照明いい感じ！  ずっと前に作ってたファブリックボード取り付けた！  色、青系がよかったなー😭😭 しょうがない…  他にも色々なんか付けたいなー… https://t.co/JxuPSMkKou
バルコニー前 ブラインドカーテン🐠 ☀️ ☀️ 色も1つ1つ決めたー🦋 ☀️ ☀️ 室内干しにドライフラワー 乾燥中✨ ☀️ 奥はアイロン台 旦那の将来の書斎←笑 ☀️ ☀️ 2枚目は階段から見… https://t.co/pw9GaYyrRh
今まで一人暮らしの家で使っていたテレビ台（白）をウォールナットに塗り替えました！！  寝室用にしようとしてて、白だと全く合わない😭😭 ということで、自分で塗り替えることに！  細かいところは… https://t.co/R9PLFsFpH0
カリモクのソファー！！ 🐳 🐳 かなり奮発しました😭😭😭 🐳 🐳 L字型がずっと欲しかったらしく、 ハイムの展示会で巡り会ったー！！ 🐳 🐳 ここで寝てしまうことも…😪 https://t.co/AzR8Zk1HN3
記録。 🤖 🤖 ここに来て初電気代。  🤖… https://t.co/HlVMMIYbGq
IH、やっと少し使いこなしてきた！ 🌷 グリルの出口の油避けが届いたー💜 掃除苦手な私。 重宝する✨✨ 早くIHマットも来んかな〜💖 🌷 🌷 今日は将来近所になる人が来たー🌼 🌷 差し入れありが… https://t.co/5wXxYxjHhi
DIY❤️❤️  頼んでいたタイルが届いたと電話があり、 取りに行ってきたー😆😆  ちょっと失敗したけどいい感じ！ 洗面所がとっても素敵になったー💜❤️💜❤️ https://t.co/5vRvF3G6Zi
仕事辞め、 平日したいことリストたくさんできた✨ ☘️ ☘️ 両家じじばばに会いに行き、 鹿町のおじーちゃんと長串山公園🦋 ☘️ ☘️ ゆかちんと料理教室😭 ☘️ ☘️ 平日only、何時に空い… https://t.co/iB7PH48rp3
つつじ満開✨✨✨✨ 毎日水やりしたおかげ😭😭  紫陽花も葉っぱがたくさん生えてきたし他の植物もおっきくなってる！ https://t.co/gSUhmLTwM5
壁紙コレクション 🐈  🐈 1メイン 2洗面所 3子供部屋1 4子供部屋2 5寝室 🐈 🐈 若干の違い… 🐈 🐈 色変えたりしたかったけど 考える余裕とか元気なく… 🐈 寝室だけアクセントクロス… https://t.co/cdIq82geWW
おじいちゃんに甘夏をもらったので！ ☘️ シロップ作って← 甘夏炭酸ジュースと弁当持って公園へ。 ☘️ ☘️ ピクニックじゃ？😮 この季節！ ☘️ 最近ピクニックセットが活躍してない！🤖 ピクニ… https://t.co/9hmL5XHi1T
たぶっちぃから。 🌿 🌿 観葉植物もらったー🦋 🌿 🌿 どこに飾ろうかなー❤️❤️❤️ 🌿 🌿 色々あって素敵すぎー✨ 枯らさないようがんばろっ！！！ https://t.co/jfh6lOLl7v
DEJIMA博バイト終了ー！！  プリンはほぼ完売！  大福が大量に余って 全部もらってきました！  明日までの期限ですが好きな人 あんまりにも遠くなければ← お家まで届けますー！… https://t.co/Wo2XPoJUZi
ずーーーーーっと念願だった平日キャンプなう。 🏕 🏕 なんと、誰もいない うちらのテントだけ。 さすが平日！らぶ 🏕 🏕 昼間からビール❤️ 今日朝から家庭菜園で収穫したチシャを使ってぱっかんお… https://t.co/YxhQ698CWx
ガチ菜園。 🌱 🌱 父指導のもと、 土作りから時間をかけて 山とかに腐葉土取りに行ったり、 30袋弱土も買って、 苗選びもして、 植えるときの太陽のあたり位置も考えて、 謎の温度保つカバーして…… https://t.co/Qy9wkOf76m
RT @with_magazine: 【with公式】プレゼントキャンペーン 大人シンプルでオシャレなビッグフェイス腕時計の代表『ダニエル ウェリントン』を5名様に🎁仕事、プライベートに大活躍！ withアカウントフォロー後、#今月のwithプレ を入れてRTしてね☆ http…
RT @asahibeer_jp: ＼平日毎日１０名様に当たる！／ #ドライプレミアム豊醸プレゼント ！締切は５／２６　午前９時５９分まで！ ①@asahibeer_jp をフォロー ②この投稿をリツイート 詳しくは⇒ https://t.co/GPJQmOryqX https…
RT @ILOHAS: ＼リニューアルした #いろはす からプレゼント！／ 今なら1,000名様に全国の採水地い･ろ･は･す6本セットや、各水源の映像をVRでダイナミックに体験できるキットが当たる！ ①フォロー&amp;この投稿をRT ②応募フォームに入力 https://t.co/0…
RT @asahibeer_jp: ＼平日毎日１０名様に当たる！／ #ジャパンスペシャルプレゼント ！締切は５／２６　午前９時５９分まで！ ①@asahibeer_jp をフォロー ②この投稿をリツイート 詳しくは⇒ https://t.co/uD65gTeIva https:…
久しぶりの投稿！ 🌿 🌿 最近、短期で仕事してて 余裕なくて開いてなかったー！ 🌿 🌿 今日はゆっくり出勤！ あと少しで終わってしまうのが寂しいくらい心地いいところでみんなすごくいい人〜！ 毎日… https://t.co/B8RiZ0MWOn
朝から少しリセット。 というものをしてみる。 ✨ 今日はたくさんお客さん来る… 掃除は捗ってないけど休憩。 https://t.co/owlY6OEnma
昨日はBBQでたくさんの人が遊びに来てくれましたー❤️❤️  そして、新居祝いと、プラスでまた別に色々もらって…😭😭😭感謝感激！  新しい観葉植物仲間入りです✨  素敵なグラスもいただいて、こ… https://t.co/VE5mDUDwXq
