@___ohayo______ やばwwwwwwwww ほんとにうけるwwwww 自分のとってって〜😊って言われてとってかなかったからリコのだよ全部😆❤️
@___ohayo______ バレてた☺️ いやだー！！！！！顔だけはでかくなりたくない😱😱😱
@sr__ks__53  しゅりちゃんお誕生日おめでとう❤️ 加工可愛すぎて尊敬😲😲❤️ いい一年にしてね👠👠
1Om❤️and 3OODAYS ほんとにかっこいいです これからも大好きです いつもありがとう😊❤️❤️ https://t.co/UkiRfSmaPE
@yu_taro7 ゆめの可愛すぎて.°(ಗдಗ。)°. 早く会いたいいいいいいいい.°(ಗдಗ。)°.
@__mtmm__56 まりなちゃんありがとう😵💓💓
@__k_m82 かなみんみんぜみありがとう🙃❤️
@Nanase_Korean ななせちゃんありがとう😱❤️❤️
@614ayaho しっかりいずそうの応援よろしくお願いしますよ😆😘😘
@0716_O29 ありがとう😆💓今日も頑張ろう〜😁
@_kwyk ありがと😍💞💕💝💘💖💗💓
@annu316yamamoto ぬ！ありがとう😍😍
@0620___maho マホちゃんありがとう😍🤤❣️
@hhii_aa_ あまねんありがと😍❣️💘
@n_aaa_tk なっちゃんありがとう😘😘
@yuuka00135 ゆうちゃんありがとう🙇‍♀️💗💗💗
@S_12609 すずはちゃんありがとう😵💖 富士一がんばれ😆⚽️
@miho_s_0807 み、みほりん、、ありがとう😘❣️❣️
@muroyu0510 ゆうかちゃんありがとう😍❤️
@yuit_37 チンタムありがとう😎💞💞
@kawasuke4690 あ、やばい、、漢字できないのバレるwww ありがとうございます😆
@Yuuki29700746  ゆーきくんお誕生日おめでとう😆🎂 サッカーがんばろうね⚽️✊️
@AY_s_20 あゆちゃんありがとう😍💖
@yrn__320 ペッペありがとう😘❤️
@amusutaa23 まいまいメロディありがちょ😍😍
@I_like_niku_ みゆちゃんありがとう😭💘
@_y_a_t_a_ ちょ！ありがちょ🤣❣️
@rc_8894 りほさん😭 とんでもないです😱 ありがとうございます😭❤️
@haachamin0727 はづきさんありがとうございます😵😭💗💗
@_M_0204 嬉しい😭🙇‍♀️💓ありがとう💖
@s______321 忘れんなー！！笑ありがと❤️
@__ynk38 ユウナちゃんありがとう（；＿；）💖 嬉しすぎますRTまで、、😭🙇‍♀️ ありがとう💓
@riko_funfun43 リコありがと！😍とんでもないわ😵 彼氏できた？？？笑笑
@___hi_ragi___ ヒイラギありがと😍😍😍❣️
@Ayaho0614 あーりーがーとーー😆💓💓
@614ayaho 最高😆😆
RT @gin2rou: このあと病院に連れていかれることを知らない笑顔と、帰り道がどうやら病院方向だと気付いた時。 https://t.co/3SaZENWlMQ
@miu1022liglmo みうちゃんありがとう😱💓全然そんなことない.°(ಗдಗ。)°.みうちゃんもお幸せに💘
@hazuxox 誕生日じゃないです🤣🤣 でもありがとうございます😆😭❤️
@Yk_0908dr ゆいちゃんありがとう😆💖💖
@_minyaaaaaa みのりんありがと😍❤️
@___ohayo______ ありがとケロ🐸
@___O5o3_ll01 ありがとうございます😭💖💖
@__gon_chisa__to ゴンゴンありがと！😍ゴンゴンたちも❤️❤️
@sfvW1I7dgJbgdRb @_minyaaaaaa ありがとう😊💕
@mj_____617 モロちゃんありがとう😭❤️にやけないで😵🤣❤️
@yu_taro7 ありがとう（；＿；）あそぼ😭😭😭😭
@ayari0105 あやりんありがとう😍😍😍
@ainosuke213 あいのすけちゃんありがとう😭❣️❣️
@S_10114 はなちゃんありがとう😭❤️
@_____rr02 ケロ、ケロケロ？ケロケーロ！ケロッケロ！❤️
@kahori64 かほっちありがと😘❤️
@kkkannni17__ もえちゃんありがとううう😍❣️❣️
@sr__ks__53 いえいえ✊️💓 え！ほんとにない！無理😵リコ達に並べないほんとに😞😞ありがとう😍😍😍
@614ayaho 相変わらずかわいいなあ
@riko_funfun43 もう夏来るよ😊
@masanao2840 まーくんありがと🤣🤣
@sc_atsu724 かちこちゃんありがとう🤣🤣❣️
@a_synn719 さやかちゃんありがとう😭❣️❣️
@miu1022liglmo 嬉しい限りです.°(ಗдಗ。)°.💖 ありがとう😭💖💖
@hazuxox 全然大丈夫です！笑
@Nana02064 ななありがとーーーーー😍💖💖
@__M1116y ゆめかちゃんありがとう😍💖💖
@jsb_syaka おめでとう😽❣️
@PomCandy_Ka  かな先輩お誕生日おめでとうございます😆💖💖
@jsb_syaka いえいえ❣️
@spongebob_0330 まいかさん！ありがとうございます😍💗
@moco85903351 ゆきちゃんありがとう😍😍❣️
RT @bb___87: 1Om❤️and 3OODAYS ほんとにかっこいいです これからも大好きです いつもありがとう😊❤️❤️ https://t.co/UkiRfSmaPE
@PomCandy_Ka いえいえ😍💖💖
@m_o_e_423 もえちゃんおめでもう❤️
. may.O6 初 さわやか🐮🍽と31🍨 美味しかった❣️楽しかった❣️ また遊びまショ🐰❤️ . https://t.co/KcfgBtJSlO
RT @_____rr02: 響と璃子でさわやか🐮🔥 美味しゅうございました また遊びましょう https://t.co/6PGr0o2nqJ
@mj_____617 おめでとう❤️❤️❤️
@miyu76n  なるみゆオタオメ💖💖😽 今年は祭りとかで会えるかな〜✊️ いい一年にしてね😻💖
@__mtmm__56 おめでとうううう💖
@mj_____617 なきなきなきなき.°(ಗдಗ。)°.
@_____rr02 🐸
@m_o_e_423 いえいえ😍💗
@miyu76n そそそ🤣🤣ありがと😍💖💖💖
@mj_____617 いえいえ😆❣️
@__mtmm__56 いえいえ🐰❤️❤️
RT @___ohayo______: #170506  静岡県民なのにはじめてのさわやか🍴♡また行こう✌︎ https://t.co/TRAEBqNXLN
RT @ThursDowntown: https://t.co/PKySH3iLdl
@a_synn719 え！ほんとに！？😵💗 わかんなかった〜😭話して見たかった😳😵❣️
@spongebob_0330 まいかさああああん😍❤️ おめでとうございます😻❣️❣️
RT @sgs109com: 【どれでも💯】好きなアイスが100円で楽しめちゃう😋サーティワン“アイスの日”限定感謝祭り開催🍨🍦🍨🍦🍨🍦https://t.co/dTpRSzh4Dz  #アイスクリームの日 https://t.co/FNqzi9nNX1
@n5lgt_8a  あかりさんお誕生日おめでとうございます😻💖💖これからもお幸せにしてください😻❣️
@aoi_0058  あおいちゃんお誕生日おめでとう🐰💗ほんと可愛い😻💗💗
@n5lgt_8a いえいえ😆ありがとうございます😭💗 嬉しいです😭😵💖
may.O7 オフになってお買い物してきた🛒💘 夜ご飯も一緒に作って楽しかった🌿 髪ノーセットにしてくれた😻💘💘 https://t.co/mBTMPAeCha
RT @K_POP_SUKI: 防弾少年団 – 血、汗、涙 -Japanese Ver.- (Official MV) https://t.co/4ZLq65ZenF
@muroyu0510  ゆうかちゃんお誕生日おめでとう💖😻彼氏さんともお幸せに😍💒
@KEI0510_soccer  けいくんお誕生日おめでとう😆 サッカーがんばろうね✊️⚽️
RT @08LJAPAN: 💓あいつ：愛を伝える💓 「W.Labピンクホールクッション」 21号ピンクライト 23号ピンクべージュ 選択1個 🈸方法：①フォロー＆RT ②https://t.co/7kRetOP04N  情報入力  締切：5月13日15時、総30名、FB&amp;IG共…
RT @K_POP_SUKI: 170510 スッキリ！！、防弾少年団 - 2 https://t.co/mP3i3vAIKR
RT @bb___87: may.O7 オフになってお買い物してきた🛒💘 夜ご飯も一緒に作って楽しかった🌿 髪ノーセットにしてくれた😻💘💘 https://t.co/mBTMPAeCha
RT @bb___87: . may.O6 初 さわやか🐮🍽と31🍨 美味しかった❣️楽しかった❣️ また遊びまショ🐰❤️ . https://t.co/KcfgBtJSlO
RT @____kim2: PSY 本日 カムバック  😎🌹 MVにはピコ太郎も出演 ！！  新曲MV  ｢I LUV IT｣ 🔗https://t.co/5rIcvDsi3n https://t.co/bnjdPia89t
RT @IBGDRGN: 4x2=🎱✨@psy_oppa https://t.co/gPDoB55mgY
RT @ulzzang_media: 🇰🇷防弾少年団が「めざましTV」に出演(о´∀`о)💕 . . #韓国 #防弾少年団 #めざましテレビ https://t.co/4Wz19nz0No
@_minyaaaaaa みのりんおめでとう😻❣️
@_minyaaaaaa いえいえ💖😍
@suu_0512  すーさんお誕生日おめでとうございます🎂🎉
@kkkannni17__ もえちゃんおめでとう😻❤️❤️
@Nana02064 ななおめでと〜😻💘
@hhii_aa_ あまねんおめでとおおおおお😻❤️❤️
RT @____kim2: 170513   BTS   バズリズム   ① https://t.co/IxrodoXSFc
@aoi_0058 いえいえ😻💘 それはないない😭😱
@muroyu0510 いえいえ😆❣️
@KEI0510_soccer いえいえ！😆
@kkkannni17__ いえいえ😍💖
@suu_0512 いえいえ！😆
@Nana02064 いいえ😼❤️❤️
@spongebob_0330 いえいえ！😆💖💘
@hhii_aa_ いえいえ😍💘
RT @m17GD: 「コンサートをするという約束」  🐲どんなことが起きても日本は約束を守る文化を持つ国なので公演はキャンセルしません。多くの方からたくさんの愛を貰ったので約束を守ります。  BIGBANGには泣かされてばっかり。 http://t.co/3oHTetl12R
@Satsuki_Imai おめでとうございます😻❣️❣️❣️ 指紋あたしも取られたかったです🤣🤣
@___cherry513  さっくお誕生日おめでとう😍❤️ また日大で会えるといいな〜😱💘
@___cherry513 いえいえ😍💘 声かける！話すううう😭💘💘
@____wy14 ゆうちゃんおめでとう😻💖❣️❣️
@canonchan0  かこさんお誕生日おめでとうございます😻🎉💘💘
@KOOKi514  おかもとちゃんお誕生日おめでとう🎈💖この前サントで見かけた！👀笑 いい一年にしてね😆💖
@canonchan0 きょうです！🤣 いえいえ💘🎉
@____wy14 いえいえ😍❣️
@mire_514  みれいお誕生日おめでとう😆💖 全然あってないね😞 またしそじゅんで集まろう😻❣️❣️
@bamana0514  まなちゃんお誕生日おめでとう😻🎈
@___O5o3_ll01 @mk1_nz0_km1_z6 おめでとうございます😻💖💖
@___O5o3_ll01 いえいえ😆❣️❣️❣️
@katosuito  おめでとうございます🎉㊗️ しょーご先輩よろしくお願いします🤣
@I_like_niku_  みゆちゃんお誕生日おめでとう❤️❤️ サカマネお互い頑張ろうね✊️ いい一年にしてね🎉
@KOOKi514 ほんと！！！😳声かければよかった😭❣️ 今度会ったらはなして😆💘💘
@bamana0514 いえいえ！😆
@I_like_niku_ いえいえ❣️❣️
@mire_514 そーだね！😳いえいえ！
@___cherry513 待ってて😉💖
@yuka7basket  ゆかちゃんお誕生日おめでとう💖💖 また会ったら話そう😭😂💖💖
@I_like_niku_ え！うそ！ほんと！？爆笑🤣🤣🤣 めっちゃ恥ずかしいwwwww ごめんね🤣🤣🤣🤣記念日か！おめでとう😭💖
RT @08LJAPAN: 💟あいつ💟 「G9SKIN ホワイトウユクリーム」 🈸参加方法：①フォロー＆RT ②https://t.co/7kRetOP04N   情報入力  締め切り：5月18日15時まで、総5名様(FB&amp;IG共同) https://t.co/d8IqGZNF…
RT @inoueyusuke: こりゃ、また炎上の予感！？RT @jimin_luv_bts12: この井上さん[ @inoueyusuke ]見て即思ってしまった事がある… サンナムジャのジミンに似てる(笑) 妹と爆笑した👏 https://t.co/ic31Htq7JD
@Ayaho0614 あにほおおおおおお😍😍おめでとう❤️💖
@Ayaho0614 いえいえ💖✊️ まあね😤😉💖てか顔にすぎwww
@muroyu0510 ゆうかちゃんおめでとう😍❣️❣️ 1年とか早いね😳❤️❤️
@_____nemui____ らいんみて！
誰か真剣に簿記わかる人いませんか🙏
RT @K_POP_SUKI: ＢＩＧＢＡＮＧ、ＰＳＹ、ｉＫＯＮらが所属する韓国の芸能事務所「ＹＧエンターテインメント」の４人組女性グループ・ＢＬＡＣＫＰＩＮＫ（ブラックピンク）が８月に日本デビューすることが１６日、分かった。  https://t.co/q5hK5D1ZBH…
24も22と23と同じ色がよかった😩😭ちなみに言うとしょーくんとも一緒がよかった😭😭😭
@_LDH0312 赤👹👹👹👹それは嬉しい😍❣️
@__km_82  ヤダヤダヤダ😭 近くの席がよかった.°(ಗдಗ。)°.
@__km_82 そーゆことさ😭👍 4人で写真とろおね😸❣️❣️
@___hi_ragi___ ラギラギおめでとう❤️😍
@0716_O29 @Reikalove0313 うけるwwww🤣🤣🤣
RT @no2_xo: 『おやすみ中のルーティーン』 https://t.co/LWDcS5X5CP
@miu1022liglmo おめでとう😽💖💖
RT @YGEXStaff: 【#BLACKPINK】ダンスムービーが韓国デビュー前に注目👀オフィシャルMOIVEにまとめたのでチェック! https://t.co/i90JidQRYx   7/20日本武道館 受付中💁   8/9リリースYGEX特典付予約💿   #BLACK…
@x7chaanx え！なんの曲踊るんですか！？.°(ಗдಗ。)°.
@NewHorizonXXX  ひだ先輩お誕生日おめでとうございます🎈🎂
@x7chaanx えほんとですか！？.°(ಗдಗ。)°. ガチ泣きです嫌すぎて電車で泣きましたww
@x7chaanx いやですいやですいやです！！ほんとにいやです😭😭😭ペンならまだしも全然好きそうじゃないのに（；＿；）ほんとですよ笑 てか被ったらどうするんですか？？！
RT @USJ114: これ凄い https://t.co/Rhc6VoP05r
@_r_e_n_a_g_o_n_  お誕生日おめでとう😍❣️❣️
@minminzemitai1  よっちゃんお誕生日おめでとう👏💖 もう15年くらいの仲だね🤣 何回も喧嘩して授業中抜けて話してたこともあったよね笑 今じゃいい思い出だけど！🤣🤣 高校離れてもちょいちょい遊ぶから寂しくないね😆👍 いい一年にしてね❣️❣️
